Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/19/2015,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CO,80132,Web,11/19/2015,Closed with explanation,Yes,,1662970
11/19/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,CA,94583,Postal mail,11/23/2015,Closed with explanation,Yes,,1662809
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,Company chooses not to provide a public response,Experian,PA,19422,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662810
11/19/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase,IL,60651,Referral,11/30/2015,Closed with explanation,Yes,,1663189
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,NY,10035,Web,11/20/2015,Closed with explanation,Yes,Yes,1664802
11/19/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,TransUnion,GA,30260,Web,11/19/2015,Closed with explanation,Yes,,1664246
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,FL,32744,Web,11/19/2015,Closed with explanation,Yes,,1663483
11/19/2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,CO,80132,Web,11/20/2015,Closed with explanation,Yes,,1666098
11/19/2015,Credit card,,Credit card protection / Debt protection,,,,JPMorgan Chase,CA,94109,Web,11/19/2015,In progress,Yes,,1666010
11/19/2015,Prepaid card,General purpose card,"Managing, opening, or closing account",,,,Amex,CA,94539,Referral,11/23/2015,Closed,Yes,,1662495
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CA,95825,Web,11/19/2015,In progress,Yes,,1664149
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,Experian,TX,75078,Web,11/19/2015,Closed with non-monetary relief,Yes,,1664147
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,IN,46186,Web,11/19/2015,Closed with explanation,Yes,,1663009
11/19/2015,Credit card,,Credit card protection / Debt protection,,,Company chooses not to provide a public response,Wells Fargo,CA,94109,Web,11/20/2015,Closed with explanation,Yes,,1666011
11/19/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,TransUnion,GA,30260,Web,11/19/2015,Closed with explanation,Yes,,1664245
11/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,UMB Bank,OR,97603,Referral,11/25/2015,Closed with explanation,Yes,,1664559
11/19/2015,Credit card,,Credit determination,,,,Amex,GA,30318,Web,11/19/2015,Closed with explanation,Yes,Yes,1662853
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,CO,80223,Web,11/20/2015,Closed with explanation,Yes,,1664750
11/19/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,NY,11758,Referral,11/23/2015,In progress,Yes,,1663258
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company disputes the facts presented in the complaint,"Enhanced Recovery Company, LLC",FL,32773,Web,11/19/2015,Closed with non-monetary relief,Yes,,1664036
11/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Regions,FL,32439,Referral,11/23/2015,Closed with explanation,Yes,,1664624
11/19/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,Company chooses not to provide a public response,U.S. Bancorp,WA,98902,Postal mail,11/23/2015,Closed with non-monetary relief,Yes,,1664234
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CT,6812,Web,11/19/2015,Closed with explanation,Yes,,1663926
11/19/2015,Credit card,,Identity theft / Fraud / Embezzlement,,,Company chooses not to provide a public response,U.S. Bancorp,OH,45336,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662786
11/19/2015,Credit card,,Billing disputes,,,,"Continental Finance Company, LLC",NJ,7050,Web,11/23/2015,In progress,Yes,,1663551
11/19/2015,Credit card,,Delinquent account,,,,Navy FCU,MS,39073,Web,11/19/2015,In progress,Yes,,1664275
11/19/2015,Debt collection,,Communication tactics,Frequent or repeated calls,,,Mid-Atlantic Consumer Services,NC,27707,Web,11/24/2015,Closed with explanation,Yes,,1663319
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,32810,Web,11/19/2015,In progress,Yes,,1663440
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,MA,2188,Postal mail,11/23/2015,Closed with explanation,Yes,,1662456
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,,104XX,Web,11/19/2015,Closed with explanation,Yes,,1664164
11/19/2015,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,"Preferred Collection and Management, Inc.",FL,32810,Referral,11/23/2015,Closed with explanation,Yes,,1663401
11/19/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Navy FCU,GA,30294,Web,11/20/2015,In progress,Yes,,1665891
11/19/2015,Credit card,,APR or interest rate,,,,Navy FCU,MD,207XX,Web,11/19/2015,In progress,Yes,,1662761
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,Penn Credit Corporation,PA,17111,Web,11/19/2015,Closed with explanation,Yes,,1662935
11/19/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,AR,72936,Referral,11/24/2015,In progress,Yes,,1663696
11/19/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company chooses not to provide a public response,U.S. Bancorp,TX,785XX,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662749
11/19/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA,GA,30297,Referral,11/23/2015,Closed with explanation,Yes,,1662538
11/19/2015,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase,TX,75016,Web,11/19/2015,In progress,Yes,,1663997
11/19/2015,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Capital One,VA,201XX,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662794
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,TX,75078,Web,11/19/2015,In progress,Yes,,1664146
11/19/2015,Consumer loan,Vehicle loan,Taking out the loan or lease,,,Company believes the complaint is the result of a misunderstanding,Mission Financial Services Corporation,CO,80003,Web,11/19/2015,Closed with non-monetary relief,Yes,,1663371
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,FL,323XX,Web,11/19/2015,In progress,Yes,,1662724
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,30260,Web,11/19/2015,In progress,Yes,,1664249
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,GA,30294,Web,11/20/2015,Closed with explanation,Yes,,1665890
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion,IL,601XX,Web,11/19/2015,In progress,Yes,,1664028
11/19/2015,Bank account or service,Checking account,Problems caused by my funds being low,,,,KeyBank NA,OH,44126,Web,11/20/2015,In progress,Yes,,1664676
11/19/2015,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMorgan Chase,GA,30311,Referral,11/23/2015,Closed with explanation,Yes,,1664091
11/19/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NY,117XX,Web,11/19/2015,Closed with explanation,Yes,,1662793
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,MD,20735,Web,11/19/2015,Closed with non-monetary relief,Yes,,1664041
11/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"Credit Systems International, Inc.",TX,75034,Web,11/20/2015,Closed with explanation,Yes,,1662995
11/19/2015,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,,Company believes it acted appropriately as authorized by contract or law,"Stoneleigh Recovery Associates, LLC",KY,403XX,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662768
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33155,Postal mail,11/23/2015,Closed with explanation,Yes,,1662557
11/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Stallings Financial Group, Inc.",NY,10027,Web,11/23/2015,Closed with explanation,Yes,,1662889
11/19/2015,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,,Company chooses not to provide a public response,"Constar Financial Services, LLC",NC,283XX,Web,11/19/2015,Closed with explanation,Yes,Yes,1664074
11/19/2015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,GA,30046,Web,11/19/2015,Closed with explanation,Yes,Yes,1663279
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,First Advantage Corporation,AZ,85019,Web,11/19/2015,In progress,Yes,,1663833
11/19/2015,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,Company chooses not to provide a public response,"ZENCO COLLECTION, LLC",NJ,080XX,Web,11/19/2015,Closed with explanation,Yes,,1662857
11/19/2015,Credit reporting,,Credit monitoring or identity protection,Billing dispute,,,Experian,TN,38016,Web,11/19/2015,In progress,Yes,,1664254
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,GA,30260,Web,11/19/2015,In progress,Yes,,1664243
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MS,39083,Web,11/19/2015,Closed with explanation,Yes,Yes,1662938
11/19/2015,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,Experian,FL,33076,Web,11/19/2015,In progress,Yes,,1663725
11/19/2015,Payday loan,,Charged fees or interest I didn't expect,,,,CNG Financial Corporation,FL,33712,Web,11/19/2015,Closed with explanation,Yes,,1663896
11/19/2015,Credit card,,Credit card protection / Debt protection,,,Company chooses not to provide a public response,Citibank,,007XX,Web,11/19/2015,Closed with monetary relief,Yes,,1664083
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,Transworld Systems Inc.,FL,33172,Web,11/19/2015,In progress,Yes,,1663829
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion,FL,32810,Web,11/19/2015,In progress,Yes,,1663441
11/19/2015,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,Mid-Atlantic Consumer Services,TN,384XX,Web,11/19/2015,Closed with explanation,Yes,,1662917
11/19/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA,GA,30914,Web,11/19/2015,Closed with explanation,Yes,,1664251
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,30260,Web,11/19/2015,In progress,Yes,,1664248
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,Zwicker & Associates,TX,787XX,Web,11/19/2015,Closed with explanation,Yes,,1662888
11/19/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Hudson City Savings Bank,NY,,Referral,11/23/2015,In progress,Yes,,1662820
11/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase,MI,48186,Referral,11/24/2015,Closed with explanation,Yes,,1666005
11/19/2015,Payday loan,,Charged fees or interest I didn't expect,,,,Speedy Cash Holdings,TX,761XX,Web,11/19/2015,Closed with monetary relief,Yes,,1664130
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CA,95825,Web,11/19/2015,In progress,Yes,,1664148
11/19/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Navy FCU,SC,29902,Referral,11/24/2015,In progress,Yes,,1666032
11/19/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Experian,NY,103XX,Web,11/19/2015,In progress,Yes,,1664117
11/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Guild Mortgage,CA,91766,Phone,11/24/2015,Closed with explanation,Yes,,1663819
11/19/2015,Student loan,Non-federal student loan,Can't repay my loan,,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,First Associates Loan Servicing LLC,,32714,Web,11/19/2015,Closed with explanation,Yes,,1664005
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,103XX,Web,11/19/2015,In progress,Yes,,1664116
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,FL,33160,Web,11/19/2015,Closed with explanation,Yes,,1663345
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,AllianceOne Recievables Management,NJ,8869,Referral,11/24/2015,Closed with explanation,Yes,,1664099
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MN,55439,Web,11/19/2015,In progress,Yes,,1663333
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"Bursey & Associates, P.C.",AZ,85383,Postal mail,11/23/2015,Closed with explanation,Yes,,1663451
11/19/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,NY,10035,Web,11/20/2015,In progress,Yes,,1664801
11/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,KeyBank NA,NY,138XX,Web,11/19/2015,In progress,Yes,,1664128
11/19/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"HCFS Health Care Financial Services, Inc.",NY,11211,Web,11/20/2015,Closed with explanation,Yes,,1664744
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,GA,30294,Web,11/20/2015,Closed with non-monetary relief,Yes,,1665889
11/19/2015,Credit card,,Customer service / Customer relations,,,Company chooses not to provide a public response,Citibank,SC,290XX,Web,11/19/2015,Closed with explanation,Yes,,1663008
11/19/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,"Select Portfolio Servicing, Inc",TN,37363,Web,11/19/2015,Closed with explanation,Yes,,1662850
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NC,27703,Postal mail,11/23/2015,Closed with explanation,Yes,,1662561
11/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase,CA,787XX,Web,11/19/2015,Closed with explanation,Yes,,1663068
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"First National Collection Bureau, Inc.",PA,18902,Web,11/19/2015,Closed with explanation,Yes,,1663626
11/19/2015,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,,Company believes it acted appropriately as authorized by contract or law,"RevMD Partners, LLC.",CA,92037,Referral,11/23/2015,Closed with explanation,Yes,,1664237
11/19/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Transworld Systems Inc.,CA,953XX,Web,11/24/2015,In progress,Yes,,1663102
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MA,2188,Postal mail,11/23/2015,Closed with explanation,Yes,,1662455
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,20735,Web,11/19/2015,In progress,Yes,,1664040
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,MO,641XX,Web,11/19/2015,Closed with explanation,Yes,,1663123
11/19/2015,Credit card,,Credit card protection / Debt protection,,,,JPMorgan Chase,OR,97017,Web,11/19/2015,Closed with explanation,Yes,,1662518
11/19/2015,Consumer loan,Vehicle lease,Managing the loan or lease,,,,Ally Financial Inc.,,,Referral,11/24/2015,In progress,Yes,,1663035
11/19/2015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,OR,974XX,Web,11/19/2015,Closed with explanation,Yes,,1662472
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,VA,20124,Web,11/19/2015,In progress,Yes,,1664122
11/19/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,TransUnion,PA,19030,Web,11/19/2015,Closed with explanation,Yes,,1663344
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,,104XX,Web,11/19/2015,Closed with explanation,Yes,,1664163
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MN,55118,Web,11/19/2015,In progress,Yes,,1664278
11/19/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MD,20777,Referral,11/23/2015,Closed with explanation,Yes,,1663588
11/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,"Midwest Loan Services, Inc.",AZ,863XX,Web,11/19/2015,Closed with explanation,Yes,,1663315
11/19/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Capital Accounts, LLC",CA,90035,Phone,11/24/2015,Closed with explanation,Yes,,1662520
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Diversified Consultants, Inc.",TX,77272,Referral,11/23/2015,Closed with explanation,Yes,,1663714
11/19/2015,Credit card,,Credit line increase/decrease,,,,JPMorgan Chase,MI,481XX,Web,11/19/2015,Closed with explanation,Yes,,1663307
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MN,55439,Web,11/19/2015,Closed with non-monetary relief,Yes,,1663332
11/19/2015,Credit card,,Credit determination,,,Company chooses not to provide a public response,Citibank,NJ,7066,Postal mail,11/23/2015,Closed with explanation,Yes,,1662866
11/19/2015,Payday loan,,Charged fees or interest I didn't expect,,,Company chooses not to provide a public response,Cottonwood Financial Ltd.,LA,711XX,Web,11/19/2015,Closed with explanation,Yes,,1663236
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,AZ,85029,Web,11/19/2015,Closed with explanation,Yes,,1662874
11/19/2015,Debt collection,,Communication tactics,Threatened to take legal action,,Company believes complaint represents an opportunity for improvement to better serve consumers,"Valentine and Kebartas, Inc.",VA,234XX,Web,11/19/2015,Closed with explanation,Yes,Yes,1663510
11/19/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Bank of America,NJ,8330,Referral,11/23/2015,Closed with explanation,Yes,,1662665
11/19/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Health Services Asset Management, LLC.",WA,982XX,Web,11/20/2015,Closed with explanation,Yes,,1664796
11/19/2015,Credit card,,Customer service / Customer relations,,,,Amex,PA,19148,Phone,11/24/2015,Closed with explanation,Yes,,1664685
11/19/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo,TX,751XX,Web,11/19/2015,Closed with explanation,Yes,,1664027
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CA,95825,Web,11/19/2015,In progress,Yes,,1664150
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes complaint is the result of an isolated error,"Hunter Warfield, Inc.",GA,308XX,Web,11/19/2015,Closed with explanation,Yes,,1663485
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,Company chooses not to provide a public response,TransUnion,MO,63120,Phone,11/23/2015,Closed with explanation,Yes,Yes,1663011
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,OH,43402,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662867
11/19/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,Company chooses not to provide a public response,"ProCollect, Inc",TX,760XX,Web,11/19/2015,Closed with explanation,Yes,,1663526
11/19/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Flagstar Bank,RI,028XX,Web,11/19/2015,In progress,Yes,,1663996
11/19/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Alaska Commission on Post Secondary Education,WA,986XX,Web,11/19/2015,Closed with explanation,Yes,,1663616
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Aspen National Financial, Inc.",CA,921XX,Web,11/19/2015,Closed with non-monetary relief,Yes,Yes,1663599
11/19/2015,Consumer loan,Vehicle loan,Problems when you are unable to pay,,,,Ally Financial Inc.,MO,631XX,Web,11/20/2015,In progress,Yes,,1664778
11/19/2015,Bank account or service,Checking account,Using a debit or ATM card,,,,Amex,CA,915XX,Web,11/19/2015,Closed with explanation,Yes,Yes,1662517
11/19/2015,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase,CA,931XX,Web,11/19/2015,In progress,Yes,,1663894
11/19/2015,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,NY,113XX,Web,11/19/2015,Closed with explanation,Yes,,1663673
11/19/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,OH,44125,Web,11/19/2015,Closed with explanation,Yes,,1663570
11/19/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,WA,983XX,Web,11/19/2015,Closed with explanation,Yes,,1663995
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"EOS Holdings, Inc.",SC,290XX,Web,11/19/2015,Closed with explanation,Yes,,1663817
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company can't verify or dispute the facts in the complaint,Stellar Recovery Inc.,CA,958XX,Web,11/19/2015,Closed with explanation,Yes,,1663775
11/19/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,Company chooses not to provide a public response,Citibank,MA,1826,Phone,11/23/2015,Closed with explanation,Yes,,1662887
11/19/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,Company chooses not to provide a public response,TransUnion,FL,327XX,Web,11/19/2015,Closed with non-monetary relief,Yes,,1663754
11/19/2015,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,,,Gila LLC,AZ,857XX,Web,11/19/2015,Closed with explanation,Yes,,1663898
11/19/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA,OR,970XX,Web,11/19/2015,Closed with explanation,Yes,,1663820
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"Enhanced Recovery Company, LLC",GA,306XX,Web,11/19/2015,Closed with explanation,Yes,,1663849
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,GA,30294,Web,11/20/2015,In progress,Yes,,1665887
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,328XX,Web,11/19/2015,Closed with explanation,Yes,Yes,1663827
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,917XX,Web,11/20/2015,In progress,Yes,,1664775
11/19/2015,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,TransUnion,OH,435XX,Web,11/19/2015,In progress,Yes,,1664159
11/19/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,KY,403XX,Web,11/19/2015,In progress,Yes,,1663924
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,765XX,Web,11/20/2015,In progress,Yes,,1666082
11/19/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,FL,330XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1666318
11/19/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,WI,549XX,Web,11/20/2015,In progress,Yes,,1664765
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,765XX,Web,11/20/2015,Closed with explanation,Yes,Yes,1666081
11/19/2015,Consumer loan,Vehicle loan,Taking out the loan or lease,,,,Ally Financial Inc.,GA,302XX,Web,11/20/2015,In progress,Yes,,1664754
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,PA,191XX,Web,11/20/2015,Closed with explanation,Yes,,1664694
11/19/2015,Debt collection,,False statements or representation,Indicated committed crime not paying,,Company chooses not to provide a public response,U.S. Bancorp,PA,161XX,Web,11/20/2015,Closed with explanation,Yes,,1664816
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes the complaint is the result of a misunderstanding,"Southwest Recovery Services, Inc.",TX,760XX,Web,11/20/2015,Closed with explanation,Yes,,1664808
11/19/2015,Credit card,,Closing/Cancelling account,,,,Capital One,OH,442XX,Web,11/20/2015,Closed with explanation,Yes,,1664799
11/19/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA,NV,891XX,Web,11/20/2015,Closed with explanation,Yes,,1664798
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,"PDQ Services, Inc.",GA,30046,Web,11/19/2015,Closed with explanation,Yes,,1663523
11/19/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Embrace Home Loans Inc,NY,14750,Web,11/19/2015,In progress,Yes,,1663502
11/19/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Transworld Systems Inc.,VA,23060,Web,11/19/2015,In progress,Yes,,1663399
11/19/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Wells Fargo,SC,29038,Referral,11/23/2015,Closed with explanation,Yes,,1663107
11/19/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,Company believes it acted appropriately as authorized by contract or law,State Employee's Credit Union,NC,27540,Web,11/19/2015,Closed with non-monetary relief,Yes,,1663552
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,,Company chooses not to provide a public response,"Mariner Finance, LLC",OH,453XX,Web,11/23/2015,Closed with explanation,Yes,Yes,1662506
11/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,CO,80130,Referral,11/24/2015,Closed with explanation,Yes,,1662509
11/19/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,ID,83712,Web,11/19/2015,In progress,Yes,,1664018
11/19/2015,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,,,"U.S. Collections West, Inc.",CA,95037,Web,11/20/2015,Closed with explanation,Yes,,1666077
11/19/2015,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,Company chooses not to provide a public response,U.S. Bancorp,IL,605XX,Web,11/23/2015,Closed,Yes,Yes,1666133
11/19/2015,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,WI,543XX,Web,11/23/2015,In progress,Yes,,1663939
11/19/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IL,60616,Web,11/19/2015,Closed with explanation,Yes,Yes,1664230
11/19/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"Enhanced Recovery Company, LLC",TN,370XX,Web,11/24/2015,Closed with non-monetary relief,Yes,,1663033
